ID do NOX;Latitude;Longitude
14001615;-23,402728;-46,327564
14001618;-23,401028;-46,306881
14001619;-23,442418;-46,441662
14001624;-23,402547;-46,328314
14001625;-22,665156;-43,876966
14001628;-22,678955;-43,813959
14001633;-23,403756;-46,328486
14001636;-22,558496;-44,125029
14001638;-23,395421;-46,289624
14001639;-22,678478;-43,813577
14001640;-23,402573;-46,328312
14001641;-23,402160;-46,329503
14001642;-23,403287;-46,328029
14001643;-22,891765;-45,291289
14001647;-22,666843;-43,841677
14001649;-23,364415;-46,224954
14001651;-23,401074;-46,307133
14001653;-22,667121;-43,843082
14001654;-22,666817;-43,841232
14001655;-23,272133;-45,969791
14001657;-23,390468;-46,278964
14001658;-22,678327;-43,813330
14001659;-23,272444;-45,970267
14001660;-22,666583;-43,850254
14001662;-22,678598;-43,813722
14001670;-23,402744;-46,327809
14001672;-23,059598;-45,620182
14001674;-22,666500;-43,850101
14001676;-23,402164;-46,329801
14001680;-22,892039;-45,291699
14001681;-23,402725;-46,328083
14001684;-23,272448;-45,970231
14001686;-23,271999;-45,970100
14001688;-23,402195;-46,330145
14001689;-22,749934;-45,105362
14001690;-23,272281;-45,970018
14001693;-23,428765;-46,410641
14001695;-22,457080;-44,411810
14001698;-23,402234;-46,330439
14001699;-23,401065;-46,307125
14001701;-23,404149;-46,330030
14001704;-23,106292;-45,697250
14001707;-23,272118;-45,969776
14001713;-23,401379;-46,310902
14001715;-22,750031;-45,105604
14001717;-22,665467;-43,880950
14001721;-22,528864;-44,743910
14001738;-22,749928;-45,105376
14001742;-22,489056;-44,554550
14001743;-22,456114;-44,398697
14001745;-22,750038;-45,105618
14001750;-22,489053;-44,555019
14001751;-22,516388;-44,704246
14001754;-22,529506;-44,745643
14001755;-22,749941;-45,105381
14001756;-22,457153;-44,412106
14001759;-22,457036;-44,410581
14001760;-22,492186;-44,563812
14001764;-22,750152;-45,105574
14001773;-22,560663;-44,119438
14001776;-22,457448;-44,416975
14001778;-22,456936;-44,409449
14001782;-22,454148;-44,302656
14001783;-22,750802;-45,105430
14001785;-22,457064;-44,410878
14001789;-23,442143;-46,442022
14001791;-23,402673;-46,331571
14001799;-22,891887;-45,291487
14001800;-23,429569;-46,412655
14001803;-22,457109;-44,411192
14001805;-22,665274;-43,877730
14001808;-22,692595;-43,782886
14001812;-22,666851;-43,841253
14001814;-22,456037;-44,398724
14001816;-22,666599;-43,849899
14001817;-23,395513;-46,289861
14001818;-22,561609;-44,143350
14001820;-22,892163;-45,291862
14001821;-22,665296;-43,878090
14001822;-23,403556;-46,328188
14001824;-23,402353;-46,328650
14001827;-23,442036;-46,441341
14001828;-23,402683;-46,331578
14001829;-22,750438;-45,105660
14001831;-23,403288;-46,328019
14001832;-23,060563;-45,622370
14001833;-22,665204;-43,877338
14001835;-22,892033;-45,291699
14001836;-22,750284;-45,106012
14001837;-23,402094;-46,330766
14001840;-23,331761;-46,136278
14001841;-22,665367;-43,878460
14001844;-23,404155;-46,330045
14001846;-23,228399;-45,909801
14001849;-23,402727;-46,327826
14001850;-23,402357;-46,328613
14001853;-23,227375;-45,909172
14001855;-23,059906;-45,620643
