KM;LAT;LONG;;;;;KM;LAT;LONG
22,49;-22,585799;-44,881476;;;;;236,48;-22,666154;-43,868678
22,5;-22,585862;-44,881546;;;;;236,49;-22,666111;-43,868767
22,51;-22,585929;-44,881612;;;;;236,5;-22,666068;-43,868856
22,52;-22,585996;-44,881678;;;;;236,51;-22,666025;-43,868945
22,53;-22,586063;-44,881745;;;;;236,52;-22,665981;-43,869034
22,54;-22,58613;-44,881811;;;;;236,53;-22,665938;-43,869124
22,55;-22,586197;-44,881877;;;;;236,54;-22,6659;-43,869215
22,56;-22,586264;-44,881944;;;;;236,55;-22,66586;-43,869306
22,57;-22,586331;-44,88201;;;;;236,56;-22,66582;-43,869397
22,58;-22,586398;-44,882076;;;;;236,57;-22,66578;-43,869487
22,59;-22,586465;-44,882143;;;;;236,58;-22,665738;-43,869577
22,6;-22,586532;-44,882209;;;;;236,59;-22,665696;-43,869667
22,61;-22,586599;-44,882276;;;;;236,6;-22,665655;-43,869757
22,62;-22,586666;-44,882342;;;;;236,61;-22,665611;-43,869846
22,63;-22,586733;-44,882408;;;;;236,62;-22,665566;-43,869934
22,64;-22,5868;-44,882475;;;;;236,63;-22,665526;-43,870025
22,65;-22,586867;-44,882541;;;;;236,64;-22,665487;-43,870117
22,66;-22,586934;-44,882607;;;;;236,65;-22,665452;-43,870209
22,67;-22,587001;-44,882674;;;;;236,66;-22,665416;-43,870301
22,68;-22,587068;-44,88274;;;;;236,67;-22,665384;-43,870395
22,69;-22,587135;-44,882806;;;;;236,68;-22,665351;-43,870489
22,7;-22,587202;-44,882873;;;;;236,69;-22,665319;-43,870583
22,71;-22,587269;-44,882939;;;;;236,7;-22,665287;-43,870677
22,72;-22,587336;-44,883005;;;;;236,71;-22,665256;-43,870771
22,73;-22,587403;-44,883072;;;;;236,72;-22,665225;-43,870865
22,74;-22,587471;-44,883137;;;;;236,73;-22,665196;-43,870959
22,75;-22,587538;-44,883202;;;;;236,74;-22,665167;-43,871054
22,76;-22,587607;-44,883267;;;;;236,75;-22,66514;-43,87115
22,77;-22,587675;-44,883332;;;;;236,76;-22,665113;-43,871245
22,78;-22,587743;-44,883397;;;;;236,77;-22,665089;-43,871342
22,79;-22,587811;-44,883462;;;;;236,78;-22,665065;-43,871438
22,8;-22,587879;-44,883528;;;;;236,79;-22,665045;-43,871535
22,81;-22,587947;-44,883593;;;;;236,8;-22,665024;-43,871632
22,82;-22,588015;-44,883659;;;;;236,81;-22,665003;-43,871729
22,83;-22,588083;-44,883725;;;;;236,82;-22,664984;-43,871826
22,84;-22,58815;-44,88379;;;;;236,83;-22,664968;-43,871924
22,85;-22,588218;-44,883856;;;;;236,84;-22,664952;-43,872022
22,86;-22,588286;-44,883921;;;;;236,85;-22,664935;-43,87212
22,87;-22,588354;-44,883987;;;;;236,86;-22,664919;-43,872218
22,88;-22,588422;-44,884052;;;;;236,87;-22,664907;-43,872316
22,89;-22,58849;-44,884117;;;;;236,88;-22,664896;-43,872414
22,9;-22,588558;-44,884182;;;;;236,89;-22,664885;-43,872513
22,91;-22,588626;-44,884247;;;;;236,9;-22,664875;-43,872611
22,92;-22,588695;-44,884312;;;;;236,91;-22,664866;-43,87271
22,93;-22,588763;-44,884377;;;;;236,92;-22,664858;-43,872809
22,94;-22,588831;-44,884443;;;;;236,93;-22,664851;-43,872908
22,95;-22,588899;-44,884508;;;;;236,94;-22,664845;-43,873007
22,96;-22,588966;-44,884574;;;;;236,95;-22,664841;-43,873106
22,97;-22,589034;-44,884639;;;;;236,96;-22,664836;-43,873205
22,98;-22,589103;-44,884704;;;;;236,97;-22,664829;-43,873304
22,99;-22,589171;-44,88477;;;;;236,98;-22,664826;-43,873403
23;-22,589238;-44,884835;;;;;236,99;-22,664826;-43,873502
23,01;-22,589306;-44,8849;;;;;237;-22,664827;-43,873602
23,02;-22,589374;-44,884966;;;;;237,01;-22,664828;-43,873701
23,03;-22,589442;-44,885032;;;;;237,02;-22,66483;-43,8738
23,04;-22,58951;-44,885097;;;;;237,03;-22,664832;-43,873899
23,05;-22,589578;-44,885163;;;;;237,04;-22,664835;-43,873998
23,06;-22,589646;-44,885228;;;;;237,05;-22,664839;-43,874097
23,07;-22,589714;-44,885293;;;;;237,06;-22,664842;-43,874196
23,08;-22,589782;-44,885357;;;;;237,07;-22,664846;-43,874296
23,09;-22,589851;-44,885422;;;;;237,08;-22,664851;-43,874394
23,1;-22,58992;-44,885486;;;;;237,09;-22,664856;-43,874493
23,11;-22,58999;-44,885549;;;;;237,1;-22,664862;-43,874593
23,12;-22,59006;-44,885612;;;;;237,11;-22,664868;-43,874692
23,13;-22,590132;-44,885673;;;;;237,12;-22,664874;-43,874791
23,14;-22,590205;-44,885733;;;;;237,13;-22,66488;-43,87489
23,15;-22,59028;-44,885791;;;;;237,14;-22,664886;-43,874989
23,16;-22,590355;-44,885847;;;;;237,15;-22,664893;-43,875087
23,17;-22,590434;-44,8859;;;;;237,16;-22,6649;-43,875186
23,18;-22,590515;-44,885947;;;;;237,17;-22,664907;-43,875285
23,19;-22,590601;-44,885986;;;;;237,18;-22,664914;-43,875384
23,2;-22,590686;-44,886025;;;;;237,19;-22,664921;-43,875483
23,21;-22,590772;-44,886063;;;;;237,2;-22,664928;-43,875582
23,22;-22,590858;-44,886102;;;;;237,21;-22,664934;-43,87568
23,23;-22,590944;-44,886141;;;;;237,22;-22,664941;-43,875779
23,24;-22,59103;-44,88618;;;;;237,23;-22,664948;-43,875878
23,25;-22,59112;-44,886207;;;;;237,24;-22,664959;-43,875977
23,26;-22,591211;-44,886231;;;;;237,25;-22,664969;-43,876075
23,27;-22,591303;-44,88625;;;;;237,26;-22,664978;-43,876174
23,28;-22,591396;-44,886268;;;;;237,27;-22,664987;-43,876273
23,29;-22,59149;-44,886279;;;;;237,28;-22,664997;-43,876372
23,3;-22,591584;-44,886288;;;;;237,29;-22,665005;-43,876471
23,31;-22,591678;-44,886294;;;;;237,3;-22,665012;-43,87657
23,32;-22,591772;-44,886297;;;;;237,31;-22,665023;-43,876668
23,33;-22,591866;-44,886299;;;;;237,32;-22,665035;-43,876766
23,34;-22,59196;-44,886299;;;;;237,33;-22,665047;-43,876865
23,35;-22,592054;-44,886299;;;;;237,34;-22,665058;-43,876963
23,36;-22,592149;-44,886297;;;;;237,35;-22,66507;-43,877062
23,37;-22,592243;-44,886295;;;;;237,36;-22,665083;-43,87716
23,38;-22,592337;-44,886294;;;;;237,37;-22,665097;-43,877258
23,39;-22,592432;-44,886292;;;;;237,38;-22,665108;-43,877357
23,4;-22,592526;-44,88629;;;;;237,39;-22,66512;-43,877456
23,41;-22,59262;-44,886288;;;;;237,4;-22,665132;-43,877554
23,42;-22,592714;-44,886287;;;;;237,41;-22,665144;-43,877653
23,43;-22,592809;-44,886285;;;;;237,42;-22,665156;-43,877751
23,44;-22,592903;-44,886283;;;;;237,43;-22,665169;-43,877849
23,45;-22,592997;-44,886282;;;;;237,44;-22,665182;-43,877947
23,46;-22,593091;-44,88628;;;;;237,45;-22,665195;-43,878046
23,47;-22,593186;-44,886278;;;;;237,46;-22,665208;-43,878144
23,48;-22,59328;-44,886281;;;;;237,47;-22,665221;-43,878242
23,49;-22,593374;-44,886286;;;;;237,48;-22,665233;-43,878341
23,5;-22,593468;-44,886296;;;;;237,49;-22,665246;-43,878439
23,51;-22,593561;-44,886307;;;;;237,5;-22,665258;-43,878538
23,52;-22,593654;-44,886324;;;;;237,51;-22,665269;-43,878636
23,53;-22,593747;-44,886342;;;;;237,52;-22,665281;-43,878735
23,54;-22,593838;-44,886364;;;;;237,53;-22,665291;-43,878833
23,55;-22,593929;-44,886387;;;;;237,54;-22,665302;-43,878932
23,56;-22,59402;-44,886412;;;;;237,55;-22,665313;-43,87903
23,57;-22,594111;-44,886438;;;;;237,56;-22,665326;-43,879129
23,58;-22,594201;-44,886466;;;;;237,57;-22,665336;-43,879227
23,59;-22,594291;-44,886494;;;;;237,58;-22,665346;-43,879326
23,6;-22,594381;-44,886523;;;;;237,59;-22,665356;-43,879424
23,61;-22,594471;-44,886552;;;;;237,6;-22,665366;-43,879523
23,62;-22,59456;-44,886581;;;;;237,61;-22,665378;-43,879621
23,63;-22,59465;-44,88661;;;;;237,62;-22,665391;-43,87972
23,64;-22,59474;-44,886638;;;;;237,63;-22,665406;-43,879818
23,65;-22,59483;-44,886666;;;;;237,64;-22,66542;-43,879916
23,66;-22,59492;-44,886695;;;;;237,65;-22,665418;-43,880014
23,67;-22,595009;-44,886723;;;;;237,66;-22,665411;-43,880114
23,68;-22,595099;-44,886752;;;;;237,67;-22,665404;-43,880213
23,69;-22,595189;-44,88678;;;;;237,68;-22,665399;-43,880312
23,7;-22,595279;-44,886809;;;;;237,69;-22,665395;-43,880411
23,71;-22,595369;-44,886838;;;;;237,7;-22,66539;-43,88051
23,72;-22,595459;-44,886866;;;;;237,71;-22,665385;-43,880608
23,73;-22,595549;-44,886895;;;;;237,72;-22,665378;-43,880708
23,74;-22,595639;-44,886923;;;;;237,73;-22,665371;-43,880807
23,75;-22,595728;-44,886952;;;;;237,74;-22,665362;-43,880905
23,76;-22,595818;-44,886981;;;;;237,75;-22,665352;-43,881004
23,77;-22,595908;-44,887009;;;;;237,76;-22,665341;-43,881103
23,78;-22,595998;-44,887038;;;;;237,77;-22,665327;-43,881201
23,79;-22,596088;-44,887066;;;;;237,78;-22,665312;-43,881299
23,8;-22,596177;-44,887095;;;;;237,79;-22,665295;-43,881396
23,81;-22,596267;-44,887123;;;;;237,8;-22,665277;-43,881494
23,82;-22,596357;-44,887152;;;;;237,81;-22,665261;-43,881591
23,83;-22,596447;-44,88718;;;;;237,82;-22,665235;-43,881687
23,84;-22,596537;-44,887209;;;;;237,83;-22,665209;-43,881783
23,85;-22,596627;-44,887238;;;;;237,84;-22,665185;-43,88188
23,86;-22,596716;-44,887267;;;;;237,85;-22,665158;-43,881975
23,87;-22,596806;-44,887295;;;;;237,86;-22,66513;-43,88207
23,88;-22,596896;-44,887324;;;;;237,87;-22,665103;-43,882165
23,89;-22,596986;-44,887352;;;;;237,88;-22,665075;-43,882261
23,9;-22,597076;-44,88738;;;;;237,89;-22,665044;-43,882355
23,91;-22,597166;-44,887408;;;;;237,9;-22,665013;-43,882449
23,92;-22,597256;-44,887436;;;;;237,91;-22,664981;-43,882543
23,93;-22,597346;-44,887465;;;;;237,92;-22,664947;-43,882636
23,94;-22,597436;-44,887494;;;;;237,93;-22,664913;-43,882729
23,95;-22,597526;-44,887522;;;;;237,94;-22,664879;-43,882822
23,96;-22,597616;-44,88755;;;;;237,95;-22,664844;-43,882915
23,97;-22,597705;-44,887578;;;;;237,96;-22,664809;-43,883008
23,98;-22,597796;-44,887606;;;;;237,97;-22,664777;-43,883102
23,99;-22,597886;-44,887634;;;;;237,98;-22,66474;-43,883194
24;-22,597975;-44,887662;;;;;237,99;-22,664703;-43,883285
24,01;-22,598065;-44,88769;;;;;238;-22,664667;-43,883378
24,02;-22,598155;-44,887719;;;;;238,01;-22,664632;-43,883471
24,03;-22,598245;-44,887747;;;;;238,02;-22,664597;-43,883564
24,04;-22,598335;-44,887776;;;;;238,03;-22,664568;-43,883658
24,05;-22,598425;-44,887805;;;;;238,04;-22,664538;-43,883752
24,06;-22,598514;-44,887833;;;;;238,05;-22,664514;-43,883849
24,07;-22,598604;-44,887862;;;;;238,06;-22,664486;-43,883944
24,08;-22,598694;-44,887891;;;;;238,07;-22,664453;-43,884037
24,09;-22,598784;-44,88792;;;;;238,08;-22,664417;-43,88413
24,1;-22,598873;-44,88795;;;;;238,09;-22,664378;-43,884221
24,11;-22,598962;-44,887981;;;;;238,1;-22,664335;-43,88431
24,12;-22,599051;-44,888012;;;;;238,11;-22,664291;-43,884399
24,13;-22,599139;-44,888046;;;;;238,12;-22,66425;-43,884489
24,14;-22,599226;-44,888081;;;;;238,13;-22,664214;-43,884581
24,15;-22,59931;-44,888124;;;;;238,14;-22,664179;-43,884674
24,16;-22,599394;-44,888167;;;;;238,15;-22,664142;-43,884766
24,17;-22,599478;-44,88821;;;;;238,16;-22,664105;-43,884858
24,18;-22,599562;-44,888253;;;;;238,17;-22,664066;-43,884949
24,19;-22,599646;-44,888296;;;;;238,18;-22,664025;-43,88504
24,2;-22,599728;-44,888341;;;;;238,19;-22,66398;-43,885128
24,21;-22,599808;-44,888392;;;;;238,2;-22,66393;-43,885214
24,22;-22,599886;-44,888446;;;;;238,21;-22,663884;-43,885291
24,23;-22,59996;-44,888504;;;;;238,22;-22,663837;-43,885368
24,24;-22,600034;-44,888563;;;;;238,23;-22,663788;-43,885444
24,25;-22,600108;-44,888621;;;;;238,24;-22,663736;-43,885518
24,26;-22,600182;-44,888679;;;;;238,25;-22,663682;-43,88559
24,27;-22,600256;-44,888738;;;;;238,26;-22,663627;-43,885661
24,28;-22,600324;-44,888802;;;;;238,27;-22,663568;-43,885729
24,29;-22,600388;-44,888871;;;;;238,28;-22,663507;-43,885796
24,3;-22,600452;-44,888941;;;;;238,29;-22,663445;-43,885861
24,31;-22,600516;-44,88901;;;;;238,3;-22,663382;-43,885925
24,32;-22,60058;-44,889079;;;;;238,31;-22,663316;-43,885987
24,33;-22,600644;-44,889149;;;;;238,32;-22,66325;-43,886048
24,34;-22,600707;-44,889218;;;;;238,33;-22,66318;-43,886106
24,35;-22,600771;-44,889287;;;;;238,34;-22,663111;-43,886164
24,36;-22,600835;-44,889357;;;;;238,35;-22,663039;-43,886218
24,37;-22,600899;-44,889426;;;;;238,36;-22,662967;-43,886272
24,38;-22,600963;-44,889495;;;;;238,37;-22,662893;-43,886323
24,39;-22,601027;-44,889565;;;;;238,38;-22,662818;-43,886374
24,4;-22,601091;-44,889634;;;;;238,39;-22,662743;-43,886424
24,41;-22,601154;-44,889703;;;;;238,4;-22,662669;-43,886474
24,42;-22,601218;-44,889773;;;;;238,41;-22,662594;-43,886525
24,43;-22,601282;-44,889842;;;;;238,42;-22,662519;-43,886576
24,44;-22,601346;-44,889911;;;;;238,43;-22,662444;-43,886626
24,45;-22,60141;-44,889981;;;;;238,44;-22,66237;-43,886677
24,46;-22,601474;-44,89005;;;;;238,45;-22,662295;-43,886727
24,47;-22,601538;-44,890119;;;;;238,46;-22,66222;-43,886776
24,48;-22,601602;-44,890189;;;;;238,47;-22,662144;-43,886826
24,49;-22,601665;-44,890258;;;;;238,48;-22,662069;-43,886876
24,5;-22,601728;-44,890329;;;;;238,49;-22,661994;-43,886926
24,51;-22,60179;-44,890399;;;;;238,5;-22,661919;-43,886976
24,52;-22,601853;-44,89047;;;;;238,51;-22,661844;-43,887025
24,53;-22,601915;-44,890541;;;;;238,52;-22,661769;-43,887075
24,54;-22,601978;-44,890611;;;;;238,53;-22,661693;-43,887125
24,55;-22,602039;-44,890683;;;;;238,54;-22,661618;-43,887175
24,56;-22,6021;-44,890755;;;;;238,55;-22,661543;-43,887225
24,57;-22,602161;-44,890826;;;;;238,56;-22,661468;-43,887275
24,58;-22,602224;-44,890896;;;;;238,57;-22,661391;-43,887322
24,59;-22,602287;-44,890967;;;;;238,58;-22,661315;-43,887369
24,6;-22,60235;-44,891037;;;;;238,59;-22,661239;-43,887418
24,61;-22,602413;-44,891108;;;;;238,6;-22,661163;-43,887468
24,62;-22,602475;-44,891178;;;;;238,61;-22,661088;-43,887518
24,63;-22,602538;-44,891248;;;;;238,62;-22,661013;-43,887568
24,64;-22,602601;-44,891319;;;;;238,63;-22,660938;-43,887618
24,65;-22,602664;-44,891389;;;;;238,64;-22,660864;-43,88767
24,66;-22,602726;-44,891459;;;;;238,65;-22,66079;-43,887721
24,67;-22,602789;-44,891529;;;;;238,66;-22,660717;-43,887773
24,68;-22,602852;-44,8916;;;;;238,67;-22,660644;-43,887826
24,69;-22,602916;-44,891669;;;;;238,68;-22,660571;-43,887879
24,7;-22,602979;-44,891739;;;;;238,69;-22,660499;-43,887933
24,71;-22,603042;-44,891809;;;;;238,7;-22,660427;-43,887988
24,72;-22,603105;-44,891879;;;;;238,71;-22,660356;-43,888044
24,73;-22,603167;-44,89195;;;;;238,72;-22,660285;-43,8881
24,74;-22,60323;-44,89202;;;;;238,73;-22,660215;-43,888157
24,75;-22,603293;-44,892091;;;;;238,74;-22,660145;-43,888214
24,76;-22,603356;-44,892161;;;;;238,75;-22,660075;-43,888271
24,77;-22,603419;-44,892231;;;;;238,76;-22,660006;-43,888328
24,78;-22,603481;-44,892302;;;;;238,77;-22,659936;-43,888385
24,79;-22,603544;-44,892373;;;;;238,78;-22,659867;-43,888443
24,8;-22,603606;-44,892443;;;;;238,79;-22,659797;-43,8885
24,81;-22,603669;-44,892514;;;;;238,8;-22,659728;-43,888557
24,82;-22,603731;-44,892584;;;;;238,81;-22,659658;-43,888614
24,83;-22,603794;-44,892655;;;;;238,82;-22,659588;-43,888671
24,84;-22,603857;-44,892726;;;;;238,83;-22,659518;-43,888729
24,85;-22,603919;-44,892796;;;;;238,84;-22,659448;-43,888786
24,86;-22,603982;-44,892866;;;;;238,85;-22,659378;-43,888842
24,87;-22,604045;-44,892936;;;;;238,86;-22,659308;-43,888899
24,88;-22,604107;-44,893006;;;;;238,87;-22,659238;-43,888956
24,89;-22,60417;-44,893076;;;;;238,88;-22,659168;-43,889013
24,9;-22,604234;-44,893146;;;;;238,89;-22,659098;-43,889069
24,91;-22,604297;-44,893216;;;;;238,9;-22,659027;-43,889125
24,92;-22,60436;-44,893286;;;;;238,91;-22,658957;-43,889182
24,93;-22,604423;-44,893356;;;;;238,92;-22,658887;-43,889238
24,94;-22,604487;-44,893426;;;;;238,93;-22,658816;-43,889294
24,95;-22,60455;-44,893495;;;;;238,94;-22,658746;-43,88935
24,96;-22,604614;-44,893565;;;;;238,95;-22,658675;-43,889406
24,97;-22,604677;-44,893635;;;;;238,96;-22,658603;-43,889461
24,98;-22,604739;-44,893705;;;;;238,97;-22,658534;-43,889519
25;-22,604865;-44,893847;;;;;238,98;-22,658465;-43,889577
25,01;-22,604927;-44,893917;;;;;238,99;-22,658396;-43,889635
25,02;-22,604989;-44,893988;;;;;239;-22,658326;-43,889692
25,03;-22,605052;-44,894059;;;;;239,01;-22,658255;-43,889748
25,04;-22,605114;-44,89413;;;;;239,02;-22,658184;-43,889803
25,05;-22,605177;-44,894201;;;;;239,03;-22,658112;-43,889857
25,06;-22,605239;-44,894271;;;;;239,04;-22,658038;-43,889909
25,07;-22,605301;-44,894342;;;;;239,05;-22,657964;-43,88996
25,08;-22,605364;-44,894412;;;;;239,06;-22,657887;-43,890007
25,09;-22,605427;-44,894483;;;;;239,07;-22,65781;-43,890054
25,1;-22,605489;-44,894553;;;;;239,08;-22,65773;-43,890096
25,11;-22,605552;-44,894624;;;;;239,09;-22,65765;-43,890138
25,12;-22,605614;-44,894694;;;;;239,1;-22,657569;-43,890178
25,13;-22,605677;-44,894764;;;;;239,11;-22,657487;-43,890215
25,14;-22,605739;-44,894835;;;;;239,12;-22,657405;-43,890253
25,15;-22,605802;-44,894906;;;;;239,13;-22,657322;-43,890289
25,16;-22,605865;-44,894976;;;;;239,14;-22,657239;-43,890324
25,17;-22,605928;-44,895046;;;;;239,15;-22,657156;-43,890358
25,18;-22,605991;-44,895116;;;;;239,16;-22,657072;-43,890391
25,19;-22,606054;-44,895186;;;;;239,17;-22,656988;-43,890424
25,2;-22,606117;-44,895257;;;;;239,18;-22,656904;-43,890457
25,21;-22,60618;-44,895327;;;;;239,19;-22,65682;-43,890489
25,22;-22,606243;-44,895397;;;;;239,2;-22,656736;-43,890521
25,23;-22,606306;-44,895467;;;;;239,21;-22,656652;-43,890554
25,24;-22,606369;-44,895538;;;;;239,22;-22,656568;-43,890587
25,25;-22,606432;-44,895608;;;;;239,23;-22,656484;-43,89062
25,26;-22,606494;-44,895678;;;;;239,24;-22,6564;-43,890652
25,27;-22,606557;-44,895748;;;;;239,25;-22,656316;-43,890685
25,28;-22,606621;-44,895817;;;;;239,26;-22,656232;-43,890717
25,29;-22,606685;-44,895887;;;;;239,27;-22,656147;-43,89075
25,3;-22,60675;-44,895955;;;;;239,28;-22,656063;-43,890782
25,31;-22,606816;-44,896022;;;;;239,29;-22,655978;-43,890814
25,32;-22,606883;-44,896088;;;;;239,3;-22,655894;-43,890846
25,33;-22,606952;-44,896153;;;;;239,31;-22,65581;-43,890878
25,34;-22,607022;-44,896216;;;;;239,32;-22,655726;-43,89091
25,35;-22,607094;-44,896276;;;;;239,33;-22,655642;-43,890942
25,36;-22,607166;-44,896336;;;;;239,34;-22,655557;-43,890974
25,37;-22,60724;-44,896395;;;;;239,35;-22,655473;-43,891006
25,38;-22,607315;-44,896452;;;;;239,36;-22,655389;-43,891039
25,39;-22,607392;-44,896507;;;;;239,37;-22,655304;-43,891071
25,4;-22,607471;-44,89656;;;;;239,38;-22,65522;-43,891104
25,41;-22,60755;-44,89661;;;;;239,39;-22,655136;-43,891136
25,42;-22,607631;-44,896659;;;;;239,4;-22,655052;-43,891169
25,43;-22,607713;-44,896705;;;;;239,41;-22,654968;-43,891202
25,44;-22,607796;-44,89675;;;;;239,42;-22,654884;-43,891234
25,45;-22,60788;-44,896793;;;;;239,43;-22,6548;-43,891267
25,46;-22,607965;-44,896834;;;;;239,44;-22,654717;-43,8913
25,47;-22,60805;-44,896875;;;;;239,45;-22,654633;-43,891334
25,48;-22,608136;-44,896914;;;;;239,46;-22,654549;-43,891367
25,49;-22,608222;-44,896952;;;;;239,47;-22,654465;-43,891401
25,5;-22,608308;-44,89699;;;;;239,48;-22,654382;-43,891435
25,51;-22,608395;-44,897027;;;;;239,49;-22,654299;-43,89147
25,52;-22,608482;-44,897064;;;;;239,5;-22,654215;-43,891504
25,53;-22,608568;-44,897101;;;;;239,51;-22,654132;-43,891539
25,54;-22,608655;-44,897137;;;;;239,52;-22,654049;-43,891575
25,55;-22,608742;-44,897173;;;;;239,53;-22,653966;-43,89161
25,56;-22,608829;-44,897209;;;;;239,54;-22,653883;-43,891646
25,57;-22,608916;-44,897245;;;;;239,55;-22,653801;-43,891683
25,58;-22,609004;-44,897281;;;;;239,56;-22,653719;-43,89172
25,59;-22,609091;-44,897317;;;;;239,57;-22,653637;-43,891758
25,6;-22,609177;-44,897353;;;;;239,58;-22,653556;-43,891796
25,61;-22,609264;-44,89739;;;;;239,59;-22,653475;-43,891835
25,62;-22,609351;-44,897427;;;;;239,6;-22,653394;-43,891875
25,63;-22,609438;-44,897464;;;;;239,61;-22,653313;-43,891915
25,64;-22,609525;-44,897501;;;;;239,62;-22,653232;-43,891956
25,65;-22,609612;-44,897538;;;;;239,63;-22,653151;-43,891996
25,66;-22,609698;-44,897575;;;;;239,64;-22,65307;-43,892034
25,67;-22,609785;-44,897612;;;;;239,65;-22,652988;-43,892071
25,68;-22,609872;-44,897648;;;;;239,66;-22,652906;-43,892109
25,69;-22,609959;-44,897685;;;;;239,67;-22,652825;-43,89215
25,7;-22,610046;-44,897721;;;;;239,68;-22,652744;-43,89219
25,71;-22,610133;-44,897757;;;;;239,69;-22,652665;-43,892232
25,72;-22,610219;-44,897794;;;;;239,7;-22,652585;-43,892275
25,73;-22,610306;-44,89783;;;;;239,71;-22,652504;-43,892314
25,74;-22,610394;-44,897866;;;;;239,72;-22,652424;-43,892353
25,75;-22,610481;-44,897902;;;;;239,73;-22,652343;-43,892394
25,76;-22,610568;-44,897938;;;;;239,74;-22,652263;-43,892435
25,77;-22,610655;-44,897974;;;;;239,75;-22,652183;-43,892477
25,78;-22,610742;-44,89801;;;;;239,76;-22,652103;-43,89252
25,79;-22,610829;-44,898046;;;;;239,77;-22,652023;-43,892562
25,8;-22,610916;-44,898082;;;;;239,78;-22,651943;-43,892604
25,81;-22,611003;-44,898119;;;;;239,79;-22,651864;-43,892645
25,82;-22,611091;-44,898155;;;;;239,8;-22,651784;-43,892687
25,83;-22,611178;-44,898192;;;;;239,81;-22,651703;-43,892729
25,84;-22,611265;-44,898228;;;;;239,82;-22,651623;-43,89277
25,85;-22,611352;-44,898264;;;;;239,83;-22,651543;-43,892812
25,86;-22,611438;-44,898301;;;;;239,84;-22,651463;-43,892853
25,87;-22,611525;-44,898337;;;;;239,85;-22,651383;-43,892893
25,88;-22,611612;-44,898374;;;;;239,86;-22,651302;-43,892934
25,89;-22,611699;-44,898411;;;;;239,87;-22,651221;-43,892974
25,9;-22,611786;-44,898448;;;;;239,88;-22,65114;-43,893015
25,91;-22,611873;-44,898484;;;;;239,89;-22,65106;-43,893055
25,92;-22,611959;-44,898521;;;;;239,9;-22,650979;-43,893095
25,93;-22,612046;-44,898558;;;;;239,91;-22,650898;-43,893135
25,94;-22,612133;-44,898595;;;;;239,92;-22,650817;-43,893174
25,95;-22,61222;-44,898632;;;;;239,93;-22,650737;-43,893215
25,96;-22,612307;-44,898668;;;;;239,94;-22,650657;-43,893256
25,97;-22,612393;-44,898705;;;;;239,95;-22,650577;-43,893297
25,98;-22,61248;-44,898741;;;;;239,96;-22,650497;-43,893339
25,99;-22,612567;-44,898778;;;;;239,97;-22,650417;-43,893381
26;-22,612654;-44,898815;;;;;239,98;-22,650337;-43,893423
26,01;-22,61274;-44,898852;;;;;239,99;-22,650257;-43,893466
26,02;-22,612826;-44,898891;;;;;240;-22,650178;-43,893508
26,03;-22,612911;-44,898931;;;;;240,01;-22,650098;-43,89355
26,04;-22,612996;-44,898974;;;;;240,02;-22,650019;-43,893593
26,05;-22,613078;-44,89902;;;;;240,03;-22,649939;-43,893635
26,06;-22,613159;-44,899067;;;;;240,04;-22,64986;-43,893678
26,07;-22,613239;-44,899117;;;;;240,05;-22,64978;-43,893721
26,08;-22,613318;-44,899169;;;;;240,06;-22,649701;-43,893764
26,09;-22,613395;-44,899224;;;;;240,07;-22,649622;-43,893807
26,1;-22,61347;-44,89928;;;;;240,08;-22,649542;-43,893849
26,11;-22,613543;-44,89934;;;;;240,09;-22,649463;-43,893892
26,12;-22,613616;-44,8994;;;;;240,1;-22,649383;-43,893935
26,13;-22,613685;-44,899465;;;;;240,11;-22,649304;-43,893977
26,14;-22,613753;-44,89953;;;;;240,12;-22,649225;-43,89402
26,15;-22,613818;-44,899598;;;;;240,13;-22,649145;-43,894063
26,16;-22,613881;-44,899667;;;;;240,14;-22,649066;-43,894106
26,17;-22,613943;-44,899739;;;;;240,15;-22,648986;-43,894148
26,18;-22,614004;-44,899811;;;;;240,16;-22,648907;-43,894191
26,19;-22,614064;-44,899884;;;;;240,17;-22,648827;-43,894233
26,2;-22,614122;-44,899957;;;;;240,18;-22,648748;-43,894276
26,21;-22,61418;-44,900032;;;;;240,19;-22,648668;-43,894318
26,22;-22,614236;-44,900108;;;;;240,2;-22,648589;-43,894361
26,23;-22,614292;-44,900184;;;;;240,21;-22,648509;-43,894403
26,24;-22,614346;-44,90026;;;;;240,22;-22,64843;-43,894445
26,25;-22,6144;-44,900338;;;;;240,23;-22,64835;-43,894488
26,26;-22,614455;-44,900415;;;;;240,24;-22,64827;-43,89453
26,27;-22,61451;-44,900491;;;;;240,25;-22,648191;-43,894573
26,28;-22,614567;-44,900566;;;;;240,26;-22,648111;-43,894615
26,29;-22,614625;-44,900641;;;;;240,27;-22,648032;-43,894658
26,3;-22,614681;-44,900716;;;;;240,28;-22,647952;-43,8947
26,31;-22,614738;-44,900792;;;;;240,29;-22,647873;-43,894743
26,32;-22,614794;-44,900867;;;;;240,3;-22,647794;-43,894786
26,33;-22,61485;-44,900943;;;;;240,31;-22,647714;-43,894829
26,34;-22,614906;-44,901018;;;;;240,32;-22,647635;-43,894871
26,35;-22,614963;-44,901094;;;;;240,33;-22,647555;-43,894914
26,36;-22,615019;-44,90117;;;;;240,34;-22,647475;-43,894956
26,37;-22,615076;-44,901246;;;;;240,35;-22,647396;-43,894999
