KM;LAT;LONG;;;;;KM;LAT;LONG
250,53;-22,587651;-43,957749;;;;;;;
250,54;-22,587562;-43,957781;;;;;;;
250,55;-22,587472;-43,957813;;;;;;;
250,56;-22,587382;-43,957845;;;;;;;
250,57;-22,587292;-43,957876;;;;;;;
250,58;-22,587202;-43,957906;;;;;;;
250,59;-22,587112;-43,957937;;;;;;;
250,6;-22,587021;-43,957968;;;;;;;
250,61;-22,586932;-43,957999;;;;;;;
250,62;-22,586842;-43,95803;;;;;;;
250,63;-22,586753;-43,958064;;;;;;;
250,64;-22,586663;-43,958098;;;;;;;
250,65;-22,586576;-43,958135;;;;;;;
250,66;-22,586489;-43,958173;;;;;;;
250,67;-22,586403;-43,958214;;;;;;;
250,68;-22,586319;-43,958258;;;;;;;
250,69;-22,586236;-43,958306;;;;;;;
250,7;-22,586158;-43,958361;;;;;;;
250,71;-22,586081;-43,958415;;;;;;;
250,72;-22,586003;-43,95847;;;;;;;
250,73;-22,585925;-43,958525;;;;;;;
250,74;-22,585848;-43,95858;;;;;;;
250,75;-22,58577;-43,958635;;;;;;;
250,76;-22,585698;-43,958697;;;;;;;
250,77;-22,58563;-43,958764;;;;;;;
250,78;-22,585562;-43,95883;;;;;;;
250,79;-22,585493;-43,958896;;;;;;;
250,8;-22,585425;-43,958963;;;;;;;
250,81;-22,58536;-43,959032;;;;;;;
250,82;-22,585295;-43,959102;;;;;;;
250,83;-22,585231;-43,959172;;;;;;;
250,84;-22,585167;-43,959242;;;;;;;
250,85;-22,585103;-43,959312;;;;;;;
250,86;-22,585038;-43,959383;;;;;;;
250,87;-22,584974;-43,959453;;;;;;;
250,88;-22,58491;-43,959523;;;;;;;
250,89;-22,584845;-43,959593;;;;;;;
250,9;-22,584781;-43,959663;;;;;;;
250,91;-22,584716;-43,959733;;;;;;;
250,92;-22,584652;-43,959803;;;;;;;
250,93;-22,584587;-43,959873;;;;;;;
250,94;-22,584522;-43,959943;;;;;;;
250,95;-22,584458;-43,960013;;;;;;;
250,96;-22,584394;-43,960083;;;;;;;
250,97;-22,58433;-43,960153;;;;;;;
250,98;-22,584266;-43,960224;;;;;;;
250,99;-22,584202;-43,960295;;;;;;;
251;-22,584139;-43,960366;;;;;;;
251,01;-22,584076;-43,960438;;;;;;;
251,02;-22,584016;-43,960512;;;;;;;
251,03;-22,583957;-43,960586;;;;;;;
251,04;-22,583901;-43,960663;;;;;;;
251,05;-22,583846;-43,960741;;;;;;;
251,06;-22,583794;-43,96082;;;;;;;
251,07;-22,583746;-43,960902;;;;;;;
251,08;-22,583698;-43,960984;;;;;;;
251,09;-22,583655;-43,96107;;;;;;;
251,1;-22,583612;-43,961155;;;;;;;
251,11;-22,583572;-43,961241;;;;;;;
251,12;-22,583533;-43,961328;;;;;;;
251,13;-22,583497;-43,961416;;;;;;;
251,14;-22,583463;-43,961505;;;;;;;
251,15;-22,583429;-43,961594;;;;;;;
251,16;-22,583406;-43,961686;;;;;;;
251,17;-22,583384;-43,961779;;;;;;;
251,18;-22,583364;-43,961872;;;;;;;
251,19;-22,583348;-43,961966;;;;;;;
251,2;-22,583332;-43,962059;;;;;;;
251,21;-22,583321;-43,962154;;;;;;;
251,22;-22,58331;-43,962248;;;;;;;
251,23;-22,583301;-43,962343;;;;;;;
251,24;-22,583293;-43,962438;;;;;;;
251,25;-22,583285;-43,962533;;;;;;;
251,26;-22,58328;-43,962628;;;;;;;
251,27;-22,583274;-43,962722;;;;;;;
251,28;-22,583269;-43,962817;;;;;;;
251,29;-22,583262;-43,962912;;;;;;;
251,3;-22,583256;-43,963007;;;;;;;
251,31;-22,58325;-43,963102;;;;;;;
251,32;-22,583244;-43,963198;;;;;;;
251,33;-22,58324;-43,963293;;;;;;;
251,34;-22,583237;-43,963388;;;;;;;
251,35;-22,583235;-43,963483;;;;;;;
251,36;-22,583228;-43,963578;;;;;;;
251,37;-22,583222;-43,963673;;;;;;;
251,38;-22,583216;-43,963768;;;;;;;
251,39;-22,58321;-43,963863;;;;;;;
251,4;-22,583204;-43,963958;;;;;;;
251,41;-22,583199;-43,964053;;;;;;;
251,42;-22,583194;-43,964148;;;;;;;
251,43;-22,58319;-43,964243;;;;;;;
251,44;-22,583185;-43,964338;;;;;;;
251,45;-22,58318;-43,964433;;;;;;;
251,46;-22,583175;-43,964528;;;;;;;
251,47;-22,583169;-43,964623;;;;;;;
251,48;-22,583164;-43,964718;;;;;;;
251,49;-22,583159;-43,964813;;;;;;;
251,5;-22,583154;-43,964908;;;;;;;
251,51;-22,583149;-43,965003;;;;;;;
251,52;-22,583144;-43,965099;;;;;;;
251,53;-22,583139;-43,965194;;;;;;;
251,54;-22,583134;-43,965289;;;;;;;
251,55;-22,58313;-43,965384;;;;;;;
251,56;-22,583126;-43,965479;;;;;;;
251,57;-22,583121;-43,965574;;;;;;;
251,58;-22,583117;-43,965669;;;;;;;
251,59;-22,583112;-43,965764;;;;;;;
251,6;-22,583107;-43,965859;;;;;;;
251,61;-22,583101;-43,965954;;;;;;;
251,62;-22,583096;-43,966049;;;;;;;
251,63;-22,58309;-43,966144;;;;;;;
251,64;-22,583084;-43,966239;;;;;;;
251,65;-22,583079;-43,966334;;;;;;;
251,66;-22,583075;-43,966429;;;;;;;
251,67;-22,58307;-43,966524;;;;;;;
251,68;-22,583065;-43,966619;;;;;;;
251,69;-22,58306;-43,966714;;;;;;;
251,7;-22,583055;-43,966809;;;;;;;
251,71;-22,58305;-43,966904;;;;;;;
251,72;-22,583045;-43,966999;;;;;;;
251,73;-22,58304;-43,967094;;;;;;;
251,74;-22,583035;-43,96719;;;;;;;
251,75;-22,58303;-43,967285;;;;;;;
251,76;-22,583025;-43,96738;;;;;;;
251,77;-22,58302;-43,967474;;;;;;;
251,78;-22,583015;-43,96757;;;;;;;
251,79;-22,583009;-43,967665;;;;;;;
251,8;-22,583004;-43,96776;;;;;;;
251,81;-22,582998;-43,967855;;;;;;;
251,82;-22,582993;-43,96795;;;;;;;
251,83;-22,582988;-43,968045;;;;;;;
251,84;-22,582982;-43,96814;;;;;;;
251,85;-22,582977;-43,968235;;;;;;;
251,86;-22,582972;-43,96833;;;;;;;
251,87;-22,582967;-43,968425;;;;;;;
251,88;-22,582962;-43,96852;;;;;;;
251,89;-22,582957;-43,968615;;;;;;;
251,9;-22,582952;-43,96871;;;;;;;
251,91;-22,582947;-43,968805;;;;;;;
251,92;-22,582942;-43,9689;;;;;;;
251,93;-22,582937;-43,968995;;;;;;;
251,94;-22,582933;-43,969091;;;;;;;
251,95;-22,582928;-43,969186;;;;;;;
251,96;-22,582925;-43,969281;;;;;;;
251,97;-22,582921;-43,969376;;;;;;;
251,98;-22,582916;-43,969471;;;;;;;
251,99;-22,582911;-43,969566;;;;;;;
252;-22,582906;-43,969661;;;;;;;
252,01;-22,582901;-43,969756;;;;;;;
252,02;-22,582897;-43,969851;;;;;;;
252,03;-22,582893;-43,969946;;;;;;;
252,04;-22,582889;-43,970041;;;;;;;
252,05;-22,582884;-43,970136;;;;;;;
252,06;-22,582878;-43,970231;;;;;;;
252,07;-22,582873;-43,970326;;;;;;;
252,08;-22,582868;-43,970421;;;;;;;
252,09;-22,582862;-43,970516;;;;;;;
252,1;-22,582857;-43,970611;;;;;;;
252,11;-22,582852;-43,970706;;;;;;;
252,12;-22,582847;-43,970801;;;;;;;
252,13;-22,582842;-43,970897;;;;;;;
252,14;-22,582837;-43,970992;;;;;;;
252,15;-22,582832;-43,971087;;;;;;;
252,16;-22,582826;-43,971181;;;;;;;
252,17;-22,582821;-43,971277;;;;;;;
252,18;-22,582816;-43,971372;;;;;;;
252,19;-22,582811;-43,971467;;;;;;;
252,2;-22,582806;-43,971562;;;;;;;
252,21;-22,582801;-43,971657;;;;;;;
252,22;-22,582796;-43,971752;;;;;;;
252,23;-22,582791;-43,971847;;;;;;;
252,24;-22,582787;-43,971942;;;;;;;
252,25;-22,582782;-43,972037;;;;;;;
252,26;-22,582778;-43,972132;;;;;;;
252,27;-22,582774;-43,972227;;;;;;;
252,28;-22,582767;-43,972322;;;;;;;
252,29;-22,582754;-43,972416;;;;;;;
252,3;-22,582742;-43,972511;;;;;;;
252,31;-22,58274;-43,972606;;;;;;;
252,32;-22,582739;-43,972701;;;;;;;
252,33;-22,582732;-43,972796;;;;;;;
252,34;-22,582724;-43,972891;;;;;;;
252,35;-22,582714;-43,972985;;;;;;;
252,36;-22,582702;-43,97308;;;;;;;
252,37;-22,582689;-43,973175;;;;;;;
252,38;-22,582673;-43,973268;;;;;;;
252,39;-22,582656;-43,973362;;;;;;;
252,4;-22,582636;-43,973455;;;;;;;
252,41;-22,582615;-43,973547;;;;;;;
252,42;-22,582591;-43,973639;;;;;;;
252,43;-22,582565;-43,973731;;;;;;;
252,44;-22,582538;-43,973822;;;;;;;
252,45;-22,582508;-43,973913;;;;;;;
252,46;-22,582478;-43,974003;;;;;;;
252,47;-22,582448;-43,974093;;;;;;;
252,48;-22,582417;-43,974184;;;;;;;
252,49;-22,582387;-43,974274;;;;;;;
252,5;-22,582356;-43,974364;;;;;;;
252,51;-22,582325;-43,974454;;;;;;;
252,52;-22,582294;-43,974544;;;;;;;
252,53;-22,582263;-43,974634;;;;;;;
252,54;-22,582231;-43,974724;;;;;;;
252,55;-22,582199;-43,974813;;;;;;;
252,56;-22,582172;-43,974904;;;;;;;
252,57;-22,582145;-43,974996;;;;;;;
252,58;-22,582119;-43,975087;;;;;;;
252,59;-22,582092;-43,975179;;;;;;;
252,6;-22,582063;-43,975269;;;;;;;
252,61;-22,582026;-43,975357;;;;;;;
252,62;-22,581988;-43,975444;;;;;;;
252,63;-22,581955;-43,975533;;;;;;;
252,64;-22,581924;-43,975623;;;;;;;
252,65;-22,581894;-43,975713;;;;;;;
252,66;-22,581865;-43,975804;;;;;;;
252,67;-22,581836;-43,975895;;;;;;;
252,68;-22,581805;-43,975985;;;;;;;
252,69;-22,581774;-43,976075;;;;;;;
252,7;-22,581743;-43,976165;;;;;;;
252,71;-22,581712;-43,976255;;;;;;;
252,72;-22,581682;-43,976345;;;;;;;
252,73;-22,581653;-43,976435;;;;;;;
252,74;-22,581624;-43,976526;;;;;;;
252,75;-22,581593;-43,976616;;;;;;;
252,76;-22,581563;-43,976706;;;;;;;
252,77;-22,581533;-43,976797;;;;;;;
252,78;-22,581503;-43,976887;;;;;;;
252,79;-22,581472;-43,976978;;;;;;;
252,8;-22,581442;-43,977068;;;;;;;
252,81;-22,581412;-43,977158;;;;;;;
252,82;-22,581381;-43,977248;;;;;;;
252,83;-22,58135;-43,977339;;;;;;;
252,84;-22,581318;-43,977428;;;;;;;
252,85;-22,581286;-43,977518;;;;;;;
252,86;-22,581253;-43,977607;;;;;;;
252,87;-22,581218;-43,977695;;;;;;;
252,88;-22,581183;-43,977784;;;;;;;
252,89;-22,581145;-43,977871;;;;;;;
252,9;-22,581107;-43,977958;;;;;;;
252,91;-22,581067;-43,978045;;;;;;;
252,92;-22,581026;-43,97813;;;;;;;
252,93;-22,580984;-43,978216;;;;;;;
252,94;-22,580941;-43,978301;;;;;;;
252,95;-22,580897;-43,978385;;;;;;;
252,96;-22,58085;-43,978468;;;;;;;
252,97;-22,580802;-43,97855;;;;;;;
252,98;-22,580753;-43,978632;;;;;;;
252,99;-22,580703;-43,978713;;;;;;;
253;-22,580652;-43,978793;;;;;;;
253,01;-22,5806;-43,978873;;;;;;;
253,02;-22,580547;-43,978952;;;;;;;
253,03;-22,580493;-43,97903;;;;;;;
253,04;-22,580439;-43,979108;;;;;;;
253,05;-22,580384;-43,979186;;;;;;;
253,06;-22,580328;-43,979263;;;;;;;
253,07;-22,580273;-43,97934;;;;;;;
253,08;-22,580217;-43,979417;;;;;;;
253,09;-22,580161;-43,979494;;;;;;;
253,1;-22,580105;-43,979571;;;;;;;
253,11;-22,580049;-43,979648;;;;;;;
253,12;-22,579992;-43,979725;;;;;;;
253,13;-22,579936;-43,979801;;;;;;;
253,14;-22,579879;-43,979878;;;;;;;
253,15;-22,579822;-43,979954;;;;;;;
253,16;-22,579765;-43,980031;;;;;;;
253,17;-22,579708;-43,980107;;;;;;;
253,18;-22,579651;-43,980183;;;;;;;
253,19;-22,579594;-43,980259;;;;;;;
253,2;-22,579537;-43,980335;;;;;;;
253,21;-22,57948;-43,980412;;;;;;;
253,22;-22,579423;-43,980488;;;;;;;
253,23;-22,579367;-43,980564;;;;;;;
253,24;-22,579311;-43,980641;;;;;;;
253,25;-22,579254;-43,980718;;;;;;;
253,26;-22,579198;-43,980795;;;;;;;
253,27;-22,579141;-43,980871;;;;;;;
253,28;-22,579084;-43,980948;;;;;;;
253,29;-22,579028;-43,981025;;;;;;;
253,3;-22,578971;-43,981101;;;;;;;
253,31;-22,578914;-43,981177;;;;;;;
253,32;-22,578858;-43,981254;;;;;;;
253,33;-22,578801;-43,98133;;;;;;;
253,34;-22,578744;-43,981407;;;;;;;
253,35;-22,578688;-43,981484;;;;;;;
253,36;-22,578632;-43,98156;;;;;;;
253,37;-22,578576;-43,981637;;;;;;;
253,38;-22,57852;-43,981714;;;;;;;
253,39;-22,578464;-43,981791;;;;;;;
253,4;-22,578407;-43,981868;;;;;;;
253,41;-22,578351;-43,981944;;;;;;;
253,42;-22,578293;-43,98202;;;;;;;
253,43;-22,578236;-43,982096;;;;;;;
253,44;-22,578179;-43,982172;;;;;;;
253,45;-22,578122;-43,982248;;;;;;;
253,46;-22,578065;-43,982325;;;;;;;
253,47;-22,578009;-43,982402;;;;;;;
253,48;-22,577955;-43,98248;;;;;;;
253,49;-22,577901;-43,982559;;;;;;;
253,5;-22,577849;-43,982639;;;;;;;
253,51;-22,577801;-43,98272;;;;;;;
253,52;-22,577752;-43,982802;;;;;;;
253,53;-22,577706;-43,982885;;;;;;;
253,54;-22,577659;-43,982968;;;;;;;
253,55;-22,577618;-43,983054;;;;;;;
253,56;-22,577579;-43,983141;;;;;;;
253,57;-22,577543;-43,983229;;;;;;;
253,58;-22,577511;-43,983319;;;;;;;
253,59;-22,57748;-43,983409;;;;;;;
253,6;-22,577456;-43,983501;;;;;;;
253,61;-22,577432;-43,983593;;;;;;;
253,62;-22,577414;-43,983686;;;;;;;
253,63;-22,577397;-43,98378;;;;;;;
253,64;-22,577383;-43,983874;;;;;;;
253,65;-22,577371;-43,983968;;;;;;;
253,66;-22,577361;-43,984063;;;;;;;
253,67;-22,577355;-43,984158;;;;;;;
253,68;-22,577348;-43,984253;;;;;;;
253,69;-22,577347;-43,984348;;;;;;;
253,7;-22,577347;-43,984443;;;;;;;
253,71;-22,577352;-43,984538;;;;;;;
253,72;-22,577359;-43,984633;;;;;;;
253,73;-22,57737;-43,984728;;;;;;;
253,74;-22,577384;-43,984822;;;;;;;
253,75;-22,5774;-43,984916;;;;;;;
253,76;-22,577421;-43,985009;;;;;;;
253,77;-22,577442;-43,985101;;;;;;;
253,78;-22,57747;-43,985192;;;;;;;
253,79;-22,577497;-43,985283;;;;;;;
253,8;-22,57753;-43,985373;;;;;;;
253,81;-22,577563;-43,985462;;;;;;;
253,82;-22,577602;-43,985549;;;;;;;
253,83;-22,577641;-43,985636;;;;;;;
253,84;-22,577684;-43,98572;;;;;;;
253,85;-22,57773;-43,985804;;;;;;;
253,86;-22,577775;-43,985887;;;;;;;
253,87;-22,57782;-43,985971;;;;;;;
253,88;-22,577868;-43,986053;;;;;;;
253,89;-22,577917;-43,986135;;;;;;;
253,9;-22,577968;-43,986216;;;;;;;
253,91;-22,578019;-43,986296;;;;;;;
253,92;-22,57807;-43,986377;;;;;;;
253,93;-22,57812;-43,986458;;;;;;;
253,94;-22,578171;-43,986538;;;;;;;
253,95;-22,578221;-43,986619;;;;;;;
253,96;-22,578271;-43,9867;;;;;;;
253,97;-22,578321;-43,986781;;;;;;;
253,98;-22,578372;-43,986861;;;;;;;
253,99;-22,578422;-43,986942;;;;;;;
254;-22,578473;-43,987022;;;;;;;
254,01;-22,578524;-43,987103;;;;;;;
254,02;-22,578575;-43,987183;;;;;;;
254,03;-22,578626;-43,987264;;;;;;;
254,04;-22,578676;-43,987344;;;;;;;
254,05;-22,578726;-43,987425;;;;;;;
254,06;-22,578775;-43,987507;;;;;;;
254,07;-22,578824;-43,987589;;;;;;;
254,08;-22,578873;-43,987671;;;;;;;
254,09;-22,57892;-43,987754;;;;;;;
254,1;-22,578966;-43,987837;;;;;;;
254,11;-22,579011;-43,98792;;;;;;;
254,12;-22,579055;-43,988005;;;;;;;
254,13;-22,579097;-43,98809;;;;;;;
254,14;-22,579138;-43,988176;;;;;;;
254,15;-22,579178;-43,988262;;;;;;;
254,16;-22,579215;-43,98835;;;;;;;
254,17;-22,579252;-43,988438;;;;;;;
254,18;-22,579287;-43,988526;;;;;;;
254,19;-22,579321;-43,988615;;;;;;;
254,2;-22,579354;-43,988704;;;;;;;
254,21;-22,579387;-43,988794;;;;;;;
254,22;-22,579419;-43,988883;;;;;;;
254,23;-22,57945;-43,988973;;;;;;;
254,24;-22,579482;-43,989063;;;;;;;
254,25;-22,579513;-43,989153;;;;;;;
254,26;-22,579545;-43,989242;;;;;;;
254,27;-22,579577;-43,989332;;;;;;;
254,28;-22,579609;-43,989422;;;;;;;
254,29;-22,579641;-43,989512;;;;;;;
254,3;-22,579673;-43,989602;;;;;;;
254,31;-22,579706;-43,989691;;;;;;;
254,32;-22,57974;-43,98978;;;;;;;
254,33;-22,579773;-43,989869;;;;;;;
254,34;-22,579807;-43,989957;;;;;;;
254,35;-22,579841;-43,990046;;;;;;;
254,36;-22,579873;-43,990136;;;;;;;
254,37;-22,579905;-43,990225;;;;;;;
254,38;-22,579935;-43,990316;;;;;;;
254,39;-22,579964;-43,990406;;;;;;;
254,4;-22,579997;-43,990496;;;;;;;
254,41;-22,580031;-43,990585;;;;;;;
254,42;-22,580064;-43,990674;;;;;;;
254,43;-22,580095;-43,990764;;;;;;;
254,44;-22,580126;-43,990854;;;;;;;
254,45;-22,580157;-43,990944;;;;;;;
254,46;-22,580187;-43,991034;;;;;;;
254,47;-22,580218;-43,991124;;;;;;;
254,48;-22,580248;-43,991214;;;;;;;
254,49;-22,580279;-43,991304;;;;;;;
254,5;-22,580311;-43,991394;;;;;;;
254,51;-22,580343;-43,991484;;;;;;;
254,52;-22,580375;-43,991574;;;;;;;
254,53;-22,580407;-43,991663;;;;;;;
254,54;-22,58044;-43,991753;;;;;;;
254,55;-22,580472;-43,991843;;;;;;;
254,56;-22,580504;-43,991932;;;;;;;
254,57;-22,580536;-43,992022;;;;;;;
254,58;-22,580567;-43,992112;;;;;;;
254,59;-22,580599;-43,992201;;;;;;;
254,6;-22,580631;-43,992291;;;;;;;
254,61;-22,580662;-43,99238;;;;;;;
254,62;-22,580694;-43,99247;;;;;;;
254,63;-22,580725;-43,99256;;;;;;;
254,64;-22,580755;-43,99265;;;;;;;
254,65;-22,580785;-43,992741;;;;;;;
254,66;-22,580817;-43,992831;;;;;;;
254,67;-22,580849;-43,99292;;;;;;;
254,68;-22,580883;-43,99301;;;;;;;
254,69;-22,580917;-43,993099;;;;;;;
254,7;-22,58095;-43,993188;;;;;;;
254,71;-22,580982;-43,993277;;;;;;;
254,72;-22,581014;-43,993367;;;;;;;
254,73;-22,581046;-43,993457;;;;;;;
254,74;-22,581077;-43,993546;;;;;;;
254,75;-22,581109;-43,993636;;;;;;;
254,76;-22,58114;-43,993725;;;;;;;
254,77;-22,581172;-43,993815;;;;;;;
254,78;-22,581204;-43,993905;;;;;;;
254,79;-22,581236;-43,993995;;;;;;;
254,8;-22,581268;-43,994085;;;;;;;
254,81;-22,5813;-43,994174;;;;;;;
254,82;-22,581332;-43,994264;;;;;;;
254,83;-22,581363;-43,994354;;;;;;;
254,84;-22,581395;-43,994444;;;;;;;
254,85;-22,581427;-43,994533;;;;;;;
254,86;-22,581458;-43,994623;;;;;;;
254,87;-22,58149;-43,994713;;;;;;;
254,88;-22,581521;-43,994802;;;;;;;
254,89;-22,581553;-43,994892;;;;;;;
254,9;-22,581585;-43,994982;;;;;;;
254,91;-22,581617;-43,995071;;;;;;;
254,92;-22,581649;-43,995161;;;;;;;
254,93;-22,581681;-43,995251;;;;;;;
254,94;-22,581713;-43,99534;;;;;;;
254,95;-22,581745;-43,99543;;;;;;;
254,96;-22,581777;-43,995519;;;;;;;
254,97;-22,581809;-43,995609;;;;;;;
254,98;-22,581841;-43,995699;;;;;;;
254,99;-22,581872;-43,995789;;;;;;;
255;-22,581904;-43,995879;;;;;;;
255,01;-22,581936;-43,995968;;;;;;;
255,02;-22,581967;-43,996058;;;;;;;
255,03;-22,581999;-43,996148;;;;;;;
255,04;-22,582031;-43,996238;;;;;;;
255,05;-22,582063;-43,996327;;;;;;;
255,06;-22,582094;-43,996417;;;;;;;
255,07;-22,582126;-43,996507;;;;;;;
255,08;-22,582158;-43,996596;;;;;;;
255,09;-22,582189;-43,996686;;;;;;;
255,1;-22,582219;-43,996777;;;;;;;
255,11;-22,58225;-43,996867;;;;;;;
255,12;-22,582283;-43,996956;;;;;;;
255,13;-22,582316;-43,997045;;;;;;;
255,14;-22,582348;-43,997135;;;;;;;
255,15;-22,582379;-43,997225;;;;;;;
255,16;-22,58241;-43,997315;;;;;;;
255,17;-22,582442;-43,997405;;;;;;;
255,18;-22,582473;-43,997495;;;;;;;
255,19;-22,582505;-43,997585;;;;;;;
255,2;-22,582536;-43,997674;;;;;;;
255,21;-22,582568;-43,997764;;;;;;;
255,22;-22,5826;-43,997853;;;;;;;
255,23;-22,582632;-43,997943;;;;;;;
255,24;-22,582665;-43,998033;;;;;;;
255,25;-22,582698;-43,998122;;;;;;;
255,26;-22,582732;-43,998211;;;;;;;
255,27;-22,58277;-43,998298;;;;;;;
255,28;-22,582808;-43,998385;;;;;;;
255,29;-22,582843;-43,998474;;;;;;;
255,3;-22,582877;-43,998563;;;;;;;
255,31;-22,582908;-43,998653;;;;;;;
255,32;-22,582929;-43,998745;;;;;;;
255,33;-22,582951;-43,998838;;;;;;;
255,34;-22,582976;-43,998929;;;;;;;
255,35;-22,583002;-43,999021;;;;;;;
255,36;-22,583029;-43,999112;;;;;;;
255,37;-22,583058;-43,999203;;;;;;;
255,38;-22,583086;-43,999294;;;;;;;
255,39;-22,583114;-43,999385;;;;;;;
255,4;-22,583142;-43,999476;;;;;;;
255,41;-22,58317;-43,999567;;;;;;;
255,42;-22,583195;-43,999659;;;;;;;
255,43;-22,583221;-43,99975;;;;;;;
255,44;-22,583246;-43,999842;;;;;;;
255,45;-22,583271;-43,999934;;;;;;;
255,46;-22,583296;-44,000026;;;;;;;
255,47;-22,583321;-44,000118;;;;;;;
255,48;-22,583345;-44,00021;;;;;;;
255,49;-22,583369;-44,000302;;;;;;;
255,5;-22,583393;-44,000394;;;;;;;
255,51;-22,583417;-44,000487;;;;;;;
255,52;-22,583441;-44,000579;;;;;;;
255,53;-22,583465;-44,00067;;;;;;;
255,54;-22,583489;-44,000762;;;;;;;
255,55;-22,583513;-44,000855;;;;;;;
255,56;-22,583536;-44,000947;;;;;;;
255,57;-22,583559;-44,001039;;;;;;;
255,58;-22,583583;-44,001131;;;;;;;
255,59;-22,583607;-44,001223;;;;;;;
255,6;-22,583631;-44,001316;;;;;;;
255,61;-22,583654;-44,001408;;;;;;;
255,62;-22,583678;-44,0015;;;;;;;
255,63;-22,583702;-44,001592;;;;;;;
255,64;-22,583726;-44,001685;;;;;;;
255,65;-22,58375;-44,001777;;;;;;;
255,66;-22,583774;-44,001869;;;;;;;
255,67;-22,583798;-44,001961;;;;;;;
255,68;-22,583822;-44,002053;;;;;;;
255,69;-22,583846;-44,002145;;;;;;;
255,7;-22,58387;-44,002237;;;;;;;
255,71;-22,583894;-44,002329;;;;;;;
255,72;-22,583918;-44,002421;;;;;;;
255,73;-22,583943;-44,002513;;;;;;;
255,74;-22,583969;-44,002605;;;;;;;
255,75;-22,583993;-44,002697;;;;;;;
255,76;-22,584017;-44,002789;;;;;;;
255,77;-22,584041;-44,002881;;;;;;;
255,78;-22,584065;-44,002973;;;;;;;
255,79;-22,584089;-44,003065;;;;;;;
255,8;-22,584112;-44,003157;;;;;;;
255,81;-22,584136;-44,003249;;;;;;;
255,82;-22,58416;-44,003342;;;;;;;
255,83;-22,584184;-44,003434;;;;;;;
255,84;-22,584209;-44,003526;;;;;;;
255,85;-22,584233;-44,003618;;;;;;;
255,86;-22,584257;-44,00371;;;;;;;
255,87;-22,584282;-44,003802;;;;;;;
255,88;-22,584306;-44,003894;;;;;;;
255,89;-22,584331;-44,003986;;;;;;;
255,9;-22,584355;-44,004078;;;;;;;
255,91;-22,58438;-44,004169;;;;;;;
255,92;-22,584405;-44,004261;;;;;;;
255,93;-22,584429;-44,004353;;;;;;;
255,94;-22,584454;-44,004445;;;;;;;
255,95;-22,584478;-44,004537;;;;;;;
255,96;-22,584502;-44,00463;;;;;;;
255,97;-22,584525;-44,004722;;;;;;;
255,98;-22,584549;-44,004814;;;;;;;
255,99;-22,584573;-44,004906;;;;;;;
256;-22,584597;-44,004998;;;;;;;
256,01;-22,584621;-44,005091;;;;;;;
256,02;-22,584645;-44,005183;;;;;;;
256,03;-22,584669;-44,005275;;;;;;;
256,04;-22,584693;-44,005367;;;;;;;
256,05;-22,584716;-44,005459;;;;;;;
256,06;-22,584741;-44,005551;;;;;;;
256,07;-22,584765;-44,005643;;;;;;;
256,08;-22,584789;-44,005735;;;;;;;
256,09;-22,584813;-44,005827;;;;;;;
256,1;-22,584837;-44,005919;;;;;;;
256,11;-22,584861;-44,006011;;;;;;;
256,12;-22,584886;-44,006103;;;;;;;
256,13;-22,58491;-44,006195;;;;;;;
256,14;-22,584933;-44,006288;;;;;;;
256,15;-22,584956;-44,00638;;;;;;;
256,16;-22,58498;-44,006472;;;;;;;
256,17;-22,585004;-44,006564;;;;;;;
256,18;-22,585028;-44,006656;;;;;;;
256,19;-22,585052;-44,006748;;;;;;;
256,2;-22,585076;-44,00684;;;;;;;
256,21;-22,5851;-44,006933;;;;;;;
256,22;-22,585124;-44,007025;;;;;;;
256,23;-22,585148;-44,007117;;;;;;;
256,24;-22,585172;-44,007209;;;;;;;
256,25;-22,585196;-44,007301;;;;;;;
256,26;-22,585221;-44,007393;;;;;;;
256,27;-22,585245;-44,007485;;;;;;;
256,28;-22,585269;-44,007577;;;;;;;
256,29;-22,585294;-44,007669;;;;;;;
256,3;-22,585318;-44,007761;;;;;;;
256,31;-22,585342;-44,007853;;;;;;;
256,32;-22,585366;-44,007945;;;;;;;
256,33;-22,585391;-44,008037;;;;;;;
256,34;-22,585415;-44,008129;;;;;;;
256,35;-22,585439;-44,008221;;;;;;;
256,36;-22,585463;-44,008313;;;;;;;
256,37;-22,585487;-44,008406;;;;;;;
256,38;-22,58551;-44,008498;;;;;;;
256,39;-22,585534;-44,008591;;;;;;;
256,4;-22,585557;-44,008683;;;;;;;
256,41;-22,58558;-44,008775;;;;;;;
256,42;-22,585604;-44,008867;;;;;;;
256,43;-22,585628;-44,008959;;;;;;;
256,44;-22,585652;-44,009051;;;;;;;
256,45;-22,585676;-44,009143;;;;;;;
256,46;-22,585701;-44,009235;;;;;;;
256,47;-22,585726;-44,009327;;;;;;;
256,48;-22,585751;-44,009419;;;;;;;
256,49;-22,585777;-44,00951;;;;;;;
256,5;-22,585802;-44,009602;;;;;;;
256,51;-22,585826;-44,009694;;;;;;;
256,52;-22,585851;-44,009786;;;;;;;
256,53;-22,585875;-44,009878;;;;;;;
256,54;-22,585898;-44,009971;;;;;;;
256,55;-22,585921;-44,010063;;;;;;;
256,56;-22,585944;-44,010155;;;;;;;
256,57;-22,585965;-44,010248;;;;;;;
256,58;-22,585986;-44,010341;;;;;;;
256,59;-22,586005;-44,010434;;;;;;;
256,6;-22,586022;-44,010528;;;;;;;
